ID,Item Details,Parent Group,PRICE,Qty.
2107,3954 22 30,GIRLS CAPRI,260,20
2108,3961 24 34,GIRLS CAPRI,255,11
2109,39701 28 34,LOWER,315,-3
2110,39702 L XL,LOWER,265,8
2111,39704 L 3XL,LOWER,265,8
2112,39705 L 3XL,LOWER,265,4
2113,398 (NW) 30 40     [620419],SHARARA (H),1195,0
2114,4 4 5Y,GIRLS LEGGING,75,0
2115,4004 28 34,LADIES CAPRI,365,3
2116,4008(598) 2 10,INDO WESTERN,615,9
2117,4017 28 32,LADIES CAPRI,395,3
2118,4026 28 34,LADIES CAPRI,410,1
2119,407 26 30,BOYS PANT,475,0
2120,407 32 40,BOYS PANT,525,10
2121,4072 28 34,LADIES CAPRI,300,4
2122,40788 16 26,BOYS CAPRI,340,6
2123,4095 32 40,GIRLS CAPRI,270,10
2124,4102 (SC)  30  40      [620442],PLAZO SET,973,0
2125,4103 22 30,GIRLS (HOT) NICKER,310,-35
2126,4107B (SC)  24 34     [620442],MIDDY,745,0
2127,4107S (SC)  16 22     [620442],MIDDY,625,0
2128,41601 L,LOWER,205,2
2129,4176 22 30,GIRLS NICKER,335,15
2130,4180 22 30,GIRLS NICKER,405,5
2131,4191 22 30,GIRLS NICKER,220,0
2132,4192 32 40,GIRLS NICKER,265,10
2133,421(532) 0 5,BABA SUIT,630,0
2134,4242 28 34,LADIES NICKER,385,2
2135,4249 28 34,LADIES NICKER,435,21
2136,4252 34 36,LADIES CAPRI,310,19
2137,4293 22 30,GIRLS DANGARI (CAPRI),445,5
2138,4303 22 30,GIRLS NICKER,310,4
2139,4304 32 40,GIRLS NICKER,295,10
2140,4309 22 30,GIRLS CAPRI,355,1
2141,4316 28 34,LADIES CAPRI,405,7
2142,4332 32 40,GIRLS (NICKER) DANGRI,425,10
2143,4333 22 30,GIRLS (NICKER) DANGRI,435,15
2144,4337 32 40,GIRLS DANGARI (CAPRI),415,20
2145,4340 28 32,LADIES DANGRI (CAPRI),505,20
2146,4341 22 30,GIRLS DANGARI (CAPRI),415,45
2147,4366 28 34,GIRLS (NICKER) DANGRI,645,4
2148,439 SMALL,BABA SUIT WINTER,465,-10
2149,44403 30 36,GENTS PANT,555,1
2150,4457 10 13,BOYS NICKER,175,4
2151,4462 10 13,BOYS NICKER,175,8
2152,4500 32 40,GIRLS (NICKER) DANGRI,335,45
2153,45008 28 32,BABA SUIT,550,0
2154,4503 22 30,GIRLS NICKER,220,0
2155,45032(615) 28 32,BABA SUIT,570,3
2156,45037(575) 20,BABA SUIT,490,3
2157,45037(575) 22 26,BABA SUIT,510,3
2158,45037(575) 28 32,BABA SUIT,570,3
2159,4504 22 30,GIRLS (NICKER) DANGRI,405,25
2160,45047(644) 28 32,BABA SUIT,630,3
2161,4505 32 40,GIRLS (NICKER) DANGRI,450,40
2162,45050 22 26,BABA SUIT,480,0
2163,45051(1065) 20,BABA SUIT,565,0
2164,45051(1065) 22 26,BABA SUIT,590,0
2165,45051(1065) 28 32,BABA SUIT,645,1
2166,45052(1062) 22 26,BABA SUIT,575,0
2167,45053(1063) 22 26,BABA SUIT,470,0
2168,45053(1063) 28 32,BABA SUIT,515,0
2169,45054(1060) 20,BABA SUIT,565,0
2170,45054(1060) 22 26,BABA SUIT,590,0
2171,45054(1060) 28 32,BABA SUIT,645,0
2172,45055(1059) 22 26,BABA SUIT,670,0
2173,45056(1053) 22 26,BABA SUIT,560,0
2174,45057(1066) 20,BABA SUIT,565,0
2175,45057(1066) 22 26,BABA SUIT,590,0
2176,45057(1066) 28 32,BABA SUIT,645,0
2177,45058(1061) 20,BABA SUIT,555,0
2178,45058(1061) 22 26,BABA SUIT,575,0
2179,45059(126) 1 10,BABA SUIT,540,0
2180,45060(125) 1 10,BABA SUIT,690,20
2181,45061(131) 20 32,BABA SUIT,430,0
2182,45062(132) 20 32,BABA SUIT,430,0
2183,45063(1074) 20,BABA SUIT,540,0
2184,45063(1074) 22 26,BABA SUIT,565,0
2185,45063(1074) 28 32,BABA SUIT,625,3
2186,45064(1152) 20,BABA SUIT,550,6
2187,45064(1152) 22 26,BABA SUIT,575,0
2188,45064(1152) 28 32,BABA SUIT,635,0
2189,45101(321) 20,BABA SUIT,630,0
2190,45101(321) 22 26,BABA SUIT,655,0
2191,45101(321) 28 32,BABA SUIT,715,0
2192,45102(327) 20,BABA SUIT,630,0
2193,45102(327) 22 26,BABA SUIT,655,0
2194,45102(327) 28 32,BABA SUIT,715,0
2195,45103(330) 20,BABA SUIT,580,0
2196,45103(330) 22 26,BABA SUIT,605,0
2197,45103(330) 28 32,BABA SUIT,665,0
2198,45104(336) 20,BABA SUIT,560,0
2199,45104(336) 22 26,BABA SUIT,730,0
2200,45105(6) 20,BABA SUIT,335,0
2201,45105(6) 22 26,BABA SUIT,360,0
2202,45106(15) 22 26,BABA SUIT,360,0
2203,45107(24) 20,BABA SUIT,275,0
2204,45107(24) 22 26,CORD SET,300,0
2205,45108(357) 20,BABA SUIT,550,0
2206,45108(357) 22 26,BABA SUIT,575,0
2207,45108(357) 28 32,BABA SUIT,635,0
2208,45109(325) 20,BABA SUIT,528,0
2209,45109(325) 22 26,BABA SUIT,552,0
2210,45109(325) 28 32,BABA SUIT,612,0
2211,45110(12) 22 26,CORD SET,310,0
2212,45111(348) 22 26,BABA SUIT,395,0
2213,45112(303) 20,BABA SUIT,515,0
2214,45112(303) 22 26,BABA SUIT,540,0
2215,45112(303) 28 32,BABA SUIT,600,0
2216,45113(148) 20,BABA SUIT,480,0
2217,45113(148) 22 26,BABA SUIT,505,0
2218,45114(372) 22 26,BABA SUIT,550,0
2219,45114(372) 28 32,BABA SUIT,610,0
2220,45114(372)20,BABA SUIT,530,0
2221,45115(1139)  20,BABA SUIT,565,0
2222,45115(1139) 22 26,BABA SUIT,590,0
2223,45115(1139) 28 32,BABA SUIT,650,0
2224,45116(1146) 20,BABA SUIT,510,0
2225,45116(1146) 22 26,BABA SUIT,535,0
2226,45116(1146) 28 32,BABA SUIT,595,0
2227,45117(1128) 20,BABA SUIT,540,0
2228,45117(1128) 22 26,BABA SUIT,565,0
2229,45117(1128) 28 32,BABA SUIT,590,3
2230,45118(1135) 20,BABA SUIT,565,0
2231,45118(1135) 22 26,BABA SUIT,590,0
2232,45118(1135) 28 32,BABA SUIT,650,0
2233,4529 32 40,GIRLS (NICKER) DANGRI,335,45
2234,4551 26 30,GIRLS CAPRI,460,1
2235,4561 24 34,GIRLS NICKER,220,-1
2236,4564 22 30,GIRLS (HOT) NICKER,220,0
2237,4574 26 30,GIRLS CAPRI,355,3
2238,4576 30 38,GIRLS (SKIRTS),380,-9
2239,45903 L 2XL,TRACK SUIT,770,-2
2240,45909 L 2XL,TRACK SUIT,805,6
2241,45910 L 2XL,TRACK SUIT,790,-3
2242,45917 L 2XL,LOWER,275,-1
2243,45918 L 2XL,LOWER,300,-3
2244,45919 L 2XL,LOWER,285,3
2245,45921 L 2XL,LOWER,285,3
2246,45923 L 2XL,LOWER,605,2
2247,4603 28 34,LADIES CAPRI,490,10
2248,4618 22 30,GIRLS DANGARI (CAPRI),460,15
2249,4619 32 40,GIRLS DANGARI (CAPRI),510,5
2250,46206(1038) 22 26,BABA SUIT,640,0
2251,46206(1038) 28 32,BABA SUIT,695,0
2252,46207(1039) 22 26,BABA SUIT,640,0
2253,46207(1039) 28 32,BABA SUIT,695,0
2254,46208(1059) 22 26,BABA SUIT,640,0
2255,46208(1059) 28 32,BABA SUIT,695,0
2256,4625 24 34,GIRLS (NICKER) DANGRI,485,36
2257,4627 28 34,GIRLS NICKER,425,4
2258,4644 28 34,LADIES SHRUG,430,4
2259,4680 24 34,GIRLS (NICKER) DANGRI,455,18
2260,46901 FREE,PLAZO (PANT),130,-11
2261,46905 FREE,PLAZO (PANT),180,5
2262,46921 FREE,TROUSER,285,-3
2263,46930 FREE,NICKER,105,-6
2264,46931 FREE,PLAZO (PANT),155,3
2265,46961 FREE,NICKER,125,-1
2266,46979 FREE,TROUSER,290,-2
2267,46981 FREE,PLAZO (PANT),130,10
2268,46985 FREE,NICKER,170,3
2269,46989 FREE,NICKER,105,18
2270,47101 XL 2XL,CORD SET,550,0
2271,47102 L XL,CORD SET,545,8
2272,47103 L XL,CORD SET,835,7
2273,4722 32 40,GIRLS (R.F.D) CAPRI,430,10
2274,4724 26 30,GIRLS (R.F.D) CAPRI,395,6
2275,4725 26 30,GIRLS (R.F.D) CAPRI,380,1
2276,4733 32 40,GIRLS DANGARI (CAPRI),560,15
2277,4739 32 40,GIRLS CAPRI,440,10
2278,4743 26 30,GIRLS CAPRI,390,33
2279,4745 32 40,GIRLS CAPRI,405,30
2280,4771 28 34,LADIES (SHORTS) DANGRI,565,20
2281,4799 22 30,GIRLS CAPRI (JEGGING),140,25
2282,4802 22 30,GIRLS CAPRI,140,159
2283,4803 32 40,GIRLS CAPRI,155,175
2284,4804 22 30,GIRLS CAPRI,145,220
2285,4805 16 22,GIRLS SET (K),350,0
2286,4808 22 30,GIRLS CAPRI,120,30
2287,4815 32 40,GIRLS CAPRI,170,70
2288,4817 32 40,GIRLS CAPRI,455,10
2289,4820 28 34,LADIES NICKER,405,4
2290,4822 22 30,GIRLS NICKER,305,30
2291,4834 32 40,GIRLS CAPRI,455,20
2292,4850 28 34,LADIES CAPRI,485,12
2293,4851 28 34,LADIES CAPRI,440,5
2294,4853 28 34,LADIES CAPRI,485,14
2295,4857 24 34,GIRLS (HOT) NICKER,220,0
2296,4859 32 40,GIRLS CAPRI,435,35
2297,4860 26 30,GIRLS CAPRI,390,12
2298,4864 32 40,GIRLS CAPRI,375,-10
2299,4872 26 30,GIRLS CAPRI,315,25
2300,4883 26 30,GIRLS CAPRI,390,1
2301,4891 22 30,GIRLS CAPRI (JEGGING),170,110
2302,4892 32 40,GIRLS CAPRI (JEGGING),195,90
2303,4899 32 40,GIRLS CAPRI,355,15
2304,4920 22 30,GIRLS NICKER,375,5
2305,4922 22 30,GIRLS NICKER,350,19
2306,4928 32 40,GIRLS NICKER,380,10
2307,4929 24 30,GIRLS NICKER,345,24
2308,4931 32 40,GIRLS NICKER,380,5
2309,4939 16 20,GIRLS PANT(DNAM),355,1
2310,4950 26 36,GIRLS CAPRI (BLACK),415,0
2311,4961 32 40,GIRLS (HOT) NICKER,375,0
2312,4962 28 34,LADIES CAPRI,495,58
2313,4963 32 40,LADIES CAPRI,410,25
2314,4964 32 40,GIRLS (HOT) NICKER,355,5
2315,4966 32 40,GIRLS (HOT) NICKER,345,0
2316,4968 36 40,GIRLS (R.F.D) CAPRI,505,2
2317,4971 22 30,GIRLS (R.F.D) CAPRI,405,17
2318,4975 26 36,GIRLS NICKER (BLACK),355,10
2319,4989 22 30,GIRLS NICKER,390,0
2320,4996 24 34,GIRLS SKIRT,455,0
2321,5001 36 40,GIRLS SKIRT,4103,24
2322,5005 24 34,GIRLS SKIRT,455,0
2323,5008 (605) 28 38,PLAZO SET,1295,0
2324,501 22 30,BOYS (COTTON) PANT,445,5
2325,5012 28 34,LADIES NICKER,405,8
2326,5019 32 40,GIRLS CAPRI,435,35
2327,502 (597) 16 26,FROCK(L),670,0
2328,502021 24 36,TOP SET,330,7
2329,502023 24 36,TOP SET,330,0
2330,502024 22 30,TOP SET,340,1
2331,502024 32 40,TOP SET,350,9
2332,502025 22 30,TOP SET,340,24
2333,502025 32 40,TOP SET,350,25
2334,502026 22 30,TOP SET,340,5
2335,502026 32 40,TOP SET,350,0
2336,502029 32 40,TOP SET,350,5
2337,502031 22 36,BOYS SET,390,0
2338,502032 22 36,BOYS SET,390,32
2339,502033 22 36,BOYS SET,390,32
2340,502034 22 36,BOYS SET,390,24
2341,502035 22 36,BOYS SET,390,0
2342,502037 22 36,BOYS SET,390,40
2343,502038 22 36,BOYS SET,390,8
2344,502039 24 36,CORD SET,350,0
2345,502040 24 36,CORD SET,350,0
2346,502041 24 36,CORD SET,370,0
2347,502042 32 40,CORD SET,365,5
2348,502043 32 40,CORD SET,370,10
2349,502044 32 40,CORD SET,390,0
2350,502045 26 36,CORD SET,365,0
2351,502046 26 36,GIRLS SET (L),370,0
2352,502047 26 36,CORD SET,455,5
2353,502048 24 36,CORD SET,385,0
2354,502049 24 36,CORD SET,405,0
2355,50205 26 36,T SHIRTS,245,4
2356,502052 26 36,CORD SET,440,0
2357,502053 22 36,CORD SET,395,1
2358,502054 22 36,CORD SET,395,0
2359,502055 26 36,CORD SET,440,0
2360,502056 26 36,CORD SET,320,0
2361,502057 26 36,CORD SET,355,13
2362,502058 24 36,TOP,165,0
2363,502059 24 36,TOP,165,1
2364,50206 26 36,T SHIRTS,255,-5
2365,502060 24 36,TOP,165,0
2366,502061 26 36,CORD SET,520,0
2367,502062 22 36,CORD SET,485,0
2368,502063,CORD SET,425,0
2369,502064 26 36,CORD SET,385,0
2370,502065 26 36,CORD SET,385,0
2371,502066 24 36,CORD SET,395,-7
2372,502067 24 36,CORD SET,395,7
2373,502068 26 36,CORD SET,435,0
2374,502069 24 36,TOP SET,355,0
2375,502070 24 36,TOP SET,335,-7
2376,502071 24 36,TOP SET,385,7
2377,502072 24 36,TOP SET,335,7
2378,502073 24 36,CORD SET,360,0
2379,502074 24 36,CORD SET,270,0
2380,502075 24 36,CORD SET,360,0
2381,502076 24 36,CORD SET,370,0
2382,502077 24 36,CORD SET,360,0
2383,502078 24 36,CORD SET,360,0
2384,502079 32 40,CORD SET,370,0
2385,502080 32 40,CORD SET,375,0
2386,502081 24 36,CORD SET,360,0
2387,502082 24 36,CORD SET,365,0
2388,502083 24 36,CORD SET,480,1
2389,502084 32 40,CORD SET,385,0
2390,502085 32 40,CORD SET,375,0
2391,502086 32 40,CORD SET,350,1
2392,502087 32 40,CORD SET,365,0
2393,502088 24 36,CORD SET,275,0
2394,502089 32 40,CORD SET,360,0
2395,50209 26 36,TOP SET,445,12
2396,502090 24 36,CORD SET,355,0
2397,502091 32 40,CORD SET,365,5
2398,502092 24 36,CORD SET,360,0
2399,502093 24 36,CORD SET,360,0
2400,502094 24 36,CORD SET,360,0
2401,502095 26 36,CORD SET,435,0
2402,502096 24 36,CORD SET,355,7
2403,502097 24 36,CORD SET,355,-14
2404,502098 24 36,CORD SET,355,8
2405,502099 24 36,CORD SET,345,0
2406,502100 24 36,CORD SET,370,0
2407,502101 24 36,CORD SET,585,35
2408,502102 24 36,CORD SET,565,0
2409,502103 24 36,CORD SET,585,14
2410,502104 24 36,CORD SET,570,6
2411,502105 24 36,CORD SET,585,35
2412,502106 24 36,CORD SET,555,35
2413,502107 24 36,CORD SET,550,28
2414,502108 24 36,CORD SET,565,49
2415,5022 28 30,LADIES (R.F.D) CAPRI,540,18
2416,50224 32 40,TOP,230,-1
2417,50225 22 30,TOP,230,18
2418,50226 32 40,TOP,250,15
2419,50227 30 40,TOP,185,168
2420,5023 28 30,LADIES (R.F.D) CAPRI,540,0
2421,50234 22 30,TOP,220,5
2422,50236 24 30,TOP SET,435,-4
2423,50236 32 36,TOP SET,460,3
2424,50238 22 30,TOP,220,35
2425,50239 32 40,TOP,240,15
2426,50240 22 30,TOP,220,-5
2427,50241 32 40,TOP,240,-5
2428,50242 42 44,TOP,285,14
2429,50243 32 40,TOP,240,35
2430,50244 22 30,TOP,220,25
2431,50245 32 40,TOP,240,25
2432,50246 42 44,TOP,285,4
2433,50247 22 30,TOP,220,50
2434,50249 32 40,TRACK SUIT,400,-5
2435,50250 32 40,TRACK SUIT,400,-7
2436,50252 22 30,TRACK SUIT,390,1
2437,50256 22 30,TOP SET,190,0
2438,50264 22 30,T SHIRTS,195,0
2439,50265 32 40,T SHIRTS,225,0
2440,50270 22 30,TOP SET,400,10
2441,50271 32 40,TOP SET,430,55
2442,50278 22 30,TOP,195,1
2443,50282 32 40,TOP,220,-1
2444,50284 22 30,TOP,195,25
2445,50285 32 40,TOP,225,5
2446,50286 M LXL,TOP,245,3
2447,50287 22 30,TOP,200,0
2448,5029 (94107) 14 18,AFGANI SET,795,0
2449,5029 (94107) 20 30,AFGANI SET,985,0
2450,5029 (94107) 32 40,AFGANI SET,1185,0
2451,5029(84) 14 18,GIRLS SET (L),795,0
2452,50293 22 30,TOP,195,0
2453,5034 32 40,GIRLS CAPRI (BLACK),380,40
2454,5035 26 30,GIRLS CAPRI (BLACK),330,6
2455,5037 28 32,LADIES NICKER,315,0
2456,5040 32 40,GIRLS CAPRI,375,-10
2457,50406 (161) 16 20,BABA SUIT,445,3
2458,50413 (171) 22 26,BABA SUIT,640,5
2459,50413 (171) 28 32,BABA SUIT,715,6
2460,50415(189) 22 26,INDO WESTERN,640,5
2461,50415(189) 28 32,INDO WESTERN,715,6
2462,5049 (84) 32 40,GIRLS SET (L),1485,0
2463,5049(84) 20 30,GIRLS SET (L),1265,12
2464,5052 24 30,GIRLS (R.F.D) CAPRI,305,0
2465,5052(84) 14 18,GIRLS SET (L),940,0
2466,5052(84) 20 30,GIRLS SET (L),1170,19
2467,5053(84) 20 30,GIRLS SET (L),1040,-1
2468,5053(84) 32 40,GIRLS SET (L),1205,0
2469,5055 (94266) 32 40,AFGANI SET,1205,0
2470,5055(84) 14 18,GIRLS SET (L),840,0
2471,5055(94266) 20 30,AFGANI SET,999,0
2472,5059 32 40,GIRLS CAPRI,370,5
2473,5060 32 40,GIRLS CAPRI,370,5
2474,5062 (94302) 20 30,AFGANI SET,1160,0
2475,5062 (94302) 32 40,AFGANI SET,1345,0
2476,5063 28 34,GIRLS NICKER,405,0
2477,50641 L,LOWER,310,3
2478,50652 M,LOWER,235,0
2479,50653 (2XL),LOWER,315,-4
2480,50653 (L),LOWER,305,0
2481,50653 (M),LOWER,300,0
2482,50653 (XL),LOWER,310,4
2483,50654 (2XL),LOWER,380,0
2484,50654 (L),LOWER,365,0
2485,50654 (M),LOWER,360,0
2486,50654 (XL),LOWER,370,0
2487,50655 (2XL),LOWER,335,0
2488,50655 (L),LOWER,325,0
2489,50655 (M),LOWER,320,0
2490,50655 (XL),LOWER,330,0
2491,50656 (2XL),LOWER,340,3
2492,50656 (L),LOWER,330,9
2493,50656 (M),LOWER,325,3
2494,50656 (XL),LOWER,335,0
2495,50657 (2XL),LOWER,340,12
2496,50657 (L),LOWER,330,4
2497,50657 (M),LOWER,325,0
2498,50657 (XL),LOWER,335,-7
2499,50658 (2XL),LOWER,320,0
2500,50658 (L),LOWER,310,6
2501,50658 (M),LOWER,305,12
2502,50658 (XL),LOWER,315,10
2503,50659 (2XL),LOWER,380,9
2504,50659 (L),LOWER,370,11
2505,50659 (M),LOWER,365,4
2506,50659 (XL),LOWER,375,6
2507,5066 28 34,LADIES CAPRI,520,4
2508,50660 (26 36),LOWER,275,0
2509,50660 (32 36),LOWER,275,0
2510,50662 26 36,LOWER,270,0
2511,50663 2XL,LOWER,380,0
2512,50663 L,LOWER,370,-6
2513,50663 M,LOWER,365,0
2514,50663 XL,LOWER,375,6
2515,50664 2XL,LOWER,365,6
2516,50664 L,LOWER,355,0
2517,50664 M,LOWER,350,-6
2518,50664 XL,LOWER,360,0
2519,50665 32 40,LOWER,325,20
2520,50666 L,LOWER,245,0
2521,50666 M,LOWER,240,0
2522,50666 XL,LOWER,250,0
2523,50666 XXL,LOWER,255,0
2524,50667 L,LOWER,305,0
2525,50667 M,LOWER,300,0
2526,50667 XL,LOWER,310,0
2527,50667 XXL,LOWER,315,0
2528,5067 34 40,GIRLS NICKER,135,11
2529,5068 18 22,BOYS (STAIT) PANT,0,0
2530,5068 34 40,GIRLS NICKER,140,10
2531,5069 32 40,GIRLS CAPRI,145,95
2532,5070 32 40,GIRLS CAPRI,155,100
2533,5072(84) 14 18,GIRLS SET (L),985,12
2534,5072(84) 20 30,GIRLS SET (L),1205,0
2535,5072(84) 32 40,GIRLS SET (L),1425,5
2536,5075 (84) 20 30,AFGANI SET,1015,0
2537,5075 (84) 32 40,AFGANI SET,1225,0
2538,5075 32 40,GIRLS NICKER,380,0
2539,5076 (84) 20 30,AFGANI SET,1205,0
2540,5077 (84) 20 30,AFGANI SET,1270,6
2541,5078 (84) 20 30,AFGANI SET,1205,30
2542,5079 (84) 20 30,AFGANI SET,1125,6
2543,5079 (84) 32 40,AFGANI SET,1335,5
2544,5080(84) 20 30,GIRLS SET (L),1315,6
2545,5081(84) 20 30,GIRLS SET (L),1040,12
2546,5081(84) 32 40,GIRLS SET (L),1205,10
2547,5082(84) 20 30,GIRLS SET (L),1095,12
2548,5083 24 34,GIRLS NICKER,380,2
2549,5083(84) 20 30,GIRLS SET (L),1060,0
2550,5084(84) 20 30,GIRLS SET (L),1045,12
2551,5084(84) 32 40,GIRLS SET (L),1260,0
2552,5085(84) 20 30,GIRLS SET (L),1095,30
2553,5086 32 40,GIRLS NICKER,355,0
2554,5086(84) 20 30,GIRLS SET (L),1235,18
2555,5087 22 30,GIRLS NICKER,345,0
2556,5087(84) 20 30,GIRLS SET (L),1095,0
2557,5088(84) 14 18,GIRLS SET (L),905,0
2558,5089 22 30,GIRLS(R.F.D)NICKER,375,10
2559,5089(84) 14 18,GIRLS SET (L),830,6
2560,5090(84) 14 18,GIRLS SET (L),875,3
2561,5091(84) 14 18,GIRLS SET (L),865,0
2562,5091(84) 20 30,GIRLS SET (L),1075,6
2563,5092(84) 20 30,GIRLS SET (L),1040,24
2564,5093(84) 20 30,GIRLS SET (L),1095,24
2565,5094(84) 14 18,DRESS (G),910,6
2566,5095 28 34,LADIES NICKER,460,12
2567,5095(84) 14 18,DRESS (G),1095,6
2568,5096 32 40,GIRLS(R.F.D)NICKER,440,8
2569,5097 32 40,GIRLS(R.F.D)NICKER,440,0
2570,5098 22 30,GIRLS(R.F.D)NICKER,385,0
2571,5099 22 30,GIRLS(R.F.D)NICKER,385,9
2572,5109 M 2XL,G. SHIRT,475,1
2573,5110 26 30,GIRLS CAPRI (BLACK),415,8
2574,5113 28 32,GIRLS CAPRI (BLACK),485,5
2575,5127 32 40,GIRLS CAPRI,475,5
2576,5131 32 40,GIRLS CAPRI,535,1
2577,5138 26 30,GIRLS (R.F.D) CAPRI,425,6
2578,5141 32 40,GIRLS (R.F.D) CAPRI,455,30
2579,5143 22 30,GIRLS CAPRI,370,10
2580,5144 22 30,GIRLS CAPRI,421,-10
2581,5145 22 30,GIRLS CAPRI (BLACK),355,25
2582,5156 32 40,GIRLS (R.F.D) CAPRI,455,-5
2583,5160 22 30,GIRLS(R.F.D)NICKER,350,0
2584,5163 22 30,GIRLS NICKER (BLACK),300,10
2585,5165 22 30,GIRLS NICKER (BLACK),300,20
2586,51795 22 30,BOYS COTRIS PANT,355,30
2587,518 22 30,BOYS PANT,445,45
2588,518 32 40,BOYS PANT,475,55
2589,5183 32 40,GIRLS CAPRI,425,25
2590,5184 22 30,GIRLS CAPRI (BLACK),345,15
2591,5186 22 30,GIRLS NICKER (BLACK),310,0
2592,5188 32 40,GIRLS NICKER (BLACK),360,5
2593,5193 24 34,GIRLS(R.F.D)NICKER,385,6
2594,5198 22 30,GIRLS NICKER,295,5
2595,5200 32 40,GIRLS NICKER,320,10
2596,5201 22 30,GIRLS SKIRT,275,9
2597,5202 22 30,GIRLS SKIRT,275,0
2598,5202(94132) 18 28,GIRLS SET (A),1370,0
2599,5202(94132) 30 40,GIRLS SET (A),1575,6
2600,5204 28 34,LADIES CAPRI,505,8
2601,5205 24 34,GIRLS NICKER,415,0
2602,5206 24 34,GIRLS NICKER,385,12
2603,5209 32 40,GIRLS CAPRI,465,-30
2604,5211 28 34,LADIES NICKER,375,1
2605,5212 28 34,LADIES CAPRI,475,60
2606,5224 XL,PLAZO (PANT),150,1
2607,5228 XL,PLAZO (PANT),300,-1
2608,5230 24 36,GIRLS NICKER,375,0
2609,5231 32 40,GIRLS (HOT) NICKER,375,-5
2610,5235 24 36,GIRLS SKIRT,415,0
2611,5237 16 20,GIRLS(R.F.D)PANT,385,6
2612,5238 26 36,GIRLS NICKER,350,0
2613,5239 16 20,GIRLS PANT(DNAM),410,57
2614,5240 16 20,GIRLS PANT(DNAM),425,8
2615,5241 26 36,GIRLS (HOT) NICKER,370,0
2616,5242 26 36,GIRLS (HOT) NICKER,365,0
2617,5244 28 34,LADIES NICKER,405,2
2618,5246 28 34,LADIES NICKER,0,0
2619,5247 28 34,LADIES NICKER,430,0
2620,5248 28 34,LADIES NICKER,415,0
2621,5249 28 34,LADIES NICKER,415,0
2622,5250 28 34,LADIES NICKER,390,0
2623,5251 24 34,GIRLS (SKIRTS),390,0
2624,5252 22 30,GIRLS (HOT) NICKER,295,1
2625,5253 32 40,GIRLS (HOT) NICKER,330,0
2626,5254 28 34,LADIES CAPRI,365,12
2627,5255 28 34,LADIES NICKER,380,0
2628,5256 28 34,LADIES NICKER,490,0
2629,5257 28 34,LADIES NICKER,495,0
2630,5258 28 34,LADIES NICKER,455,4
2631,5259 28 34,LADIES NICKER,425,8
2632,5260 32 40,GIRLS (HOT) NICKER,0,0
2633,5261 28 34,LADIES NICKER,555,32
2634,5262 28 32,LADIES NICKER,555,20
2635,5263 26 36,GIRLS (HOT) NICKER,365,0
2636,5264 28 36,LADIES NICKER,505,0
2637,5265 26 36,GIRLS (HOT) NICKER,380,-12
2638,5266 26 36,GIRLS (HOT) NICKER,380,12
2639,5267 26 36,GIRLS (HOT) NICKER,415,0
2640,52672 22 30,BOYS (DNAM) PANT,430,0
2641,5268 26 36,GIRLS (HOT) NICKER,440,18
2642,5269 26 36,GIRLS (HOT) NICKER,365,24
2643,5270 26 36,GIRLS (HOT) NICKER,370,0
2644,52701(101) 28 32,BABA SUIT,660,-3
2645,52701(101) 34 38,BABA SUIT,710,3
2646,52701(S33) 28 32,BABA SUIT,590,6
2647,52704(403) 28 32,BABA SUIT,635,3
2648,52705(421) 22 26,BABA SUIT,620,0
2649,5271 32 40,GIRLS (HOT) NICKER,405,0
2650,5272 32 40,GIRLS (HOT) NICKER,405,0
2651,5273 26 36,GIRLS (HOT) NICKER,375,0
2652,5273 36 38,GIRLS SKIRT,595,24
2653,5274 26 36,GIRLS (HOT) NICKER,375,18
2654,5275 32 40,GIRLS NICKER (BLACK),335,0
2655,5276 18 24,GIRLS (STRAIT) PANT,425,0
2656,5277 18 24,GIRLS (STRAIT) PANT,425,0
2657,5278 22 30,GIRLS NICKER,345,0
2658,5279 22 30,GIRLS NICKER,340,0
2659,5280 22 30,GIRLS NICKER,375,0
2660,5281 18 24,GIRLS (STRAIT) PANT,415,0
2661,5282 32 40,GIRLS SHORTS,440,0
2662,52823 26 30,BOYS (MICRO) PANT,210,33
2663,52824 26 30,BOYS (MICRO) PANT,210,27
2664,5283 32 40,GIRLS SHORTS,440,0
2665,5284 32 40,GIRLS SHORTS,405,5
2666,5285 22 30,GIRLS SHORTS,350,25
2667,5286 22 30,GIRLS SHORTS,325,40
2668,5287 32 40,GIRLS SHORTS,445,0
2669,5288 16 20,GIRLS (STRAIT) PANT,415,10
2670,5289 16 20,GIRLS (STRAIT) PANT,415,30
2671,5290 26 36,GIRLS (HOT) NICKER,360,0
2672,5291 26 36,GIRLS (HOT) NICKER,360,24
2673,5292 26 36,GIRLS NICKER,0,0
2674,5293 26 36,GIRLS NICKER,380,42
2675,5294 16 20,GIRLS (STRAIT) R.F.D,405,65
2676,5295 16 20,GIRLS (STRAIT) R.F.D,425,65
2677,5296 26 36,GIRLS NICKER,450,42
2678,5297 26 36,GIRLS (HOT) NICKER,450,48
2679,5298 28 34,GIRLS (SKIRTS),475,55
2680,5299 18 24,GIRLS(BLACK)PANT,485,24
2681,5300 16 20,GIRLS (STRAIT) PANT,405,45
2682,53062 22 30,BOYS (EL D) PANT,280,0
2683,53081 22 30,BOYS (R.F.D) PANT,385,11
2684,53194 22 30,BOYS(BLACK) PANT,360,5
2685,53201(764) 1 10,BABA SUIT,799,10
